PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,ESRI_OID,x2,y2
0004XX Hennepin AV S,3363568,MP 2015 999962,01,1/2/2015 4:49:34 PM,12/31/2014 11:30:00 PM,23:30:00,THEFT,Other Theft,07,1/2/2015 4:49:34 PM,16700,44.9800647,-93.27188308,-10382978.5303,5618383.6275,DOWNTOWN WEST,2/11/2015 12:45:40 PM,3/3/2017 1:40:06 PM,71,-10382978.5303,5618383.6275
0033XX Broadway ST NE,3363571,MP 2015 001935,02,1/2/2015 5:01:00 PM,12/2/2014 12:00:00 PM,12:00:00,THEFT,Other Theft,07,1/2/2015 5:01:15 PM,18625,44.99943146,-93.21577708,-10376732.8383,5621431.9822,MID - CITY INDUSTRIAL,1/29/2015 2:15:27 PM,3/3/2017 1:40:06 PM,72,-10376732.8383,5621431.9822
0023XX Snelling AV S,3363578,MP 2015 001875,03,1/2/2015 5:32:00 PM,1/2/2015 12:30:00 PM,12:30:00,THEFT,Other Theft,07,1/2/2015 5:32:03 PM,17452,44.96004631,-93.24429797,-10379907.7691,5615233.7862,SEWARD,1/3/2015 9:03:06 AM,3/3/2017 1:40:06 PM,73,-10379907.7691,5615233.7862
0016XX New Brighton BL ,3363586,MP 2015 002011,02,1/2/2015 6:30:00 PM,1/2/2015 5:30:00 PM,17:30:00,THEFT,Other Theft,07,1/2/2015 6:30:03 PM,21511,45.00363907,-93.22883412,-10378186.3417,5622094.4019,NORTHEAST PARK,1/2/2015 11:18:05 PM,3/3/2017 1:40:06 PM,74,-10378186.3417,5622094.40190001
Bloomington AV S / 26 ST E,3363588,MP 2015 999957,03,1/2/2015 6:35:08 PM,1/2/2015 2:30:00 PM,14:30:00,TFMV,Theft From Motr Vehc,07,1/2/2015 6:35:08 PM,,44.95554,-93.25243,-10380812.53,5614524.721,EAST PHILLIPS,1/3/2015 9:06:08 AM,3/3/2017 1:40:06 PM,75,-10380812.53,5614524.721
0012XX Newton AV N,3363591,MP 2015 001994,04,1/2/2015 6:50:00 PM,12/28/2014 4:00:00 PM,16:00:00,DASTR,Domestic Assault/Strangulation,05,1/2/2015 6:47:58 PM,14969,44.9901446,-93.30572715,-10386746.034,5619970.0878,NEAR - NORTH,1/3/2015 4:52:10 AM,3/3/2017 1:40:06 PM,76,-10386746.034,5619970.08780001
0004XX 3 AV N,3363599,MP 2015 999955,01,1/2/2015 7:28:32 PM,1/1/2015 5:00:00 AM,05:00:00,THEFT,Other Theft,07,1/2/2015 7:28:32 PM,19501,44.98282654,-93.27477304,-10383300.2386,5618818.2817,NORTH LOOP,1/7/2015 11:19:43 AM,3/3/2017 1:40:06 PM,77,-10383300.2386,5618818.2817
36 AV N / Irving AV N,3363600,MP 2015 002039,04,1/2/2015 7:34:00 PM,1/2/2015 5:52:00 PM,17:52:00,ROBPAG,Robbery Per Agg,04,1/2/2015 7:33:48 PM,,45.02039,-93.29937,-10386038.56,5624732.671,FOLWELL,1/5/2015 11:24:19 AM,3/3/2017 1:40:06 PM,78,-10386038.56,5624732.67100001
0015XX Lake ST E,3363602,MP 2015 002132,03,1/2/2015 7:45:00 PM,1/2/2015 5:00:00 PM,17:00:00,THEFT,Other Theft,07,1/2/2015 7:41:59 PM,20184,44.94836708,-93.25314102,-10380892.1731,5613396.5997,POWDERHORN PARK,1/3/2015 9:04:30 AM,3/3/2017 1:40:06 PM,79,-10380892.1731,5613396.5997
0003XX Lake ST E,3363605,MP 2015 001860,03,1/2/2015 7:57:00 PM,1/2/2015 1:02:00 PM,13:02:00,THEFT,Other Theft,07,1/2/2015 7:56:52 PM,19102,44.94835398,-93.27222526,-10383016.621,5613394.5383,CENTRAL,1/9/2015 10:10:14 AM,3/3/2017 1:40:06 PM,80,-10383016.621,5613394.53830001
0001XX 3 AV N,3363608,MP 2015 999954,01,1/2/2015 8:16:40 PM,12/31/2014 12:00:00 AM,00:00:00,THEFT,Other Theft,07,1/2/2015 8:16:40 PM,19560,44.98576086,-93.27071087,-10382848.0399,5619280.104,NORTH LOOP,1/5/2015 8:13:13 AM,3/3/2017 1:40:06 PM,81,-10382848.0399,5619280.10400001
0026XX Central AV NE,3363609,MP 2015 002174,02,1/2/2015 8:19:00 PM,1/2/2015 7:44:00 PM,19:44:00,THEFT,Other Theft,07,1/2/2015 8:19:29 PM,21554,45.01586846,-93.24734023,-10380246.4321,5624019.9959,AUDUBON PARK,1/5/2015 11:10:50 AM,3/3/2017 1:40:06 PM,82,-10380246.4321,5624019.99590001
0006XX 1 AV N,3363613,MP 2015 999953,01,1/2/2015 8:42:46 PM,1/1/2015 2:00:00 AM,02:00:00,THEFT,Other Theft,07,1/2/2015 8:42:46 PM,17317,44.97916918,-93.27542606,-10383372.9329,5618242.6955,DOWNTOWN WEST,1/7/2015 11:17:04 AM,3/3/2017 1:40:06 PM,83,-10383372.9329,5618242.6955
0018XX Newton AV N,3363628,MP 2015 002239,04,1/2/2015 9:36:00 PM,1/2/2015 8:51:00 PM,20:51:00,ASLT2,Asslt W/dngrs Weapon,05,1/2/2015 9:35:43 PM,14587,44.99808763,-93.30569264,-10386742.1927,5621220.4284,WILLARD - HAY,1/6/2015 2:45:28 PM,3/3/2017 1:40:06 PM,84,-10386742.1927,5621220.42840001
0040XX Bloomington AV S,3363635,MP 2015 002076,03,1/2/2015 9:58:00 PM,1/2/2015 6:20:00 PM,18:20:00,SHOPLF,Shoplifting,07,1/2/2015 9:58:17 PM,11973,44.92958524,-93.25239079,-10380808.6585,5610442.9271,BANCROFT,1/5/2015 6:57:37 AM,3/3/2017 1:40:06 PM,85,-10380808.6585,5610442.9271
35 ST E / 41 AV S,3363638,MP 2015 002356,03,1/2/2015 10:35:00 PM,1/2/2015 8:45:00 PM,20:45:00,TFMV,Theft From Motr Vehc,07,1/2/2015 10:34:10 PM,,44.93966,-93.21402,-10376537.78,5612027.908,HOWE,1/5/2015 6:58:34 AM,3/3/2017 1:40:06 PM,86,-10376537.78,5612027.908
0059XX Nicollet AV S,3363643,MP 2015 999951,05,1/2/2015 10:53:46 PM,1/2/2015 8:45:00 PM,20:45:00,THEFT,Other Theft,07,1/2/2015 10:53:46 PM,13304,44.8949328,-93.2781055,-10383671.2063,5604995.9438,WINDOM,1/5/2015 7:21:03 PM,3/3/2017 1:40:06 PM,87,-10383671.2063,5604995.94380001
27 AV N / Colfax AV N,3363644,MP 2015 002345,04,1/2/2015 10:59:00 PM,1/2/2015 10:05:00 PM,22:05:00,ROBPAG,Robbery Per Agg,04,1/2/2015 10:58:13 PM,,45.00773,-93.29178,-10385193.95,5622739.033,HAWTHORNE,1/7/2015 1:46:03 AM,3/3/2017 1:40:06 PM,88,-10385193.95,5622739.033
35 ST E / 41 AV S,3363648,MP 2015 002383,03,1/2/2015 11:11:00 PM,1/2/2015 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,1/2/2015 11:11:19 PM,,44.93966,-93.21402,-10376537.78,5612027.908,HOWE,1/3/2015 9:05:39 AM,3/3/2017 1:40:06 PM,89,-10376537.78,5612027.908
0049XX Queen AV N,3363649,MP 2015 002342,04,1/2/2015 11:14:00 PM,1/1/2015 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,1/2/2015 11:13:47 PM,10091,45.04485372,-93.31052844,-10387280.5118,5628585.5526,SHINGLE CREEK,1/3/2015 8:00:32 AM,3/3/2017 1:40:06 PM,90,-10387280.5118,5628585.5526
Lake ST E / Park AV S,3363651,MP 2015 002314,03,1/2/2015 11:21:00 PM,1/2/2015 9:35:00 PM,21:35:00,THEFT,Other Theft,07,1/2/2015 11:20:31 PM,,44.94835,-93.26522,-10382237.23,5613394.662,CENTRAL,1/4/2015 6:33:08 AM,3/3/2017 1:40:06 PM,91,-10382237.23,5613394.662
0030XX Hennepin AV S,3363652,MP 2015 999950,05,1/2/2015 11:20:33 PM,1/2/2015 8:25:00 PM,20:25:00,THEFT,Other Theft,07,1/2/2015 11:20:33 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,1/5/2015 3:31:38 AM,3/3/2017 1:40:06 PM,92,-10385918.3514,5613256.16150001
0035XX Oakland AV S,3363657,MP 2015 002376,03,1/2/2015 11:51:00 PM,1/2/2015 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,1/2/2015 11:50:32 PM,12375,44.93867187,-93.26634383,-10382361.9035,5611871.7897,CENTRAL,1/3/2015 9:05:22 AM,3/3/2017 1:40:06 PM,93,-10382361.9035,5611871.7897
0025XX Nicollet AV S,3363659,MP 2015 002398,05,1/2/2015 11:54:00 PM,1/2/2015 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,1/2/2015 11:52:41 PM,17961,44.95642818,-93.27786411,-10383644.3348,5614664.6019,WHITTIER,1/5/2015 2:43:12 AM,3/3/2017 1:40:06 PM,94,-10383644.3348,5614664.6019
0012XX 26 AV N,3363660,MP 2015 002252,04,1/2/2015 11:55:00 PM,1/2/2015 9:03:00 PM,21:03:00,DASTR,Domestic Assault/Strangulation,05,1/2/2015 11:53:19 PM,19705,45.00595946,-93.29621363,-10385686.9942,5622459.7301,JORDAN,1/4/2015 8:05:00 AM,3/3/2017 1:40:06 PM,95,-10385686.9942,5622459.7301
0010XX Morgan AV N,3363669,MP 2015 002561,04,1/3/2015 2:30:00 AM,1/3/2015 1:30:00 AM,01:30:00,ASLT2,Asslt W/dngrs Weapon,05,1/3/2015 2:14:33 AM,19615,44.98879259,-93.30447985,-10386607.1858,5619757.2808,NEAR - NORTH,1/3/2015 4:39:18 AM,3/3/2017 1:40:06 PM,96,-10386607.1858,5619757.2808
0045XX Stevens AV S,3363676,MP 2015 002531,05,1/3/2015 3:00:00 AM,1/3/2015 12:59:00 AM,00:59:00,BURGD,Burglary Of Dwelling,06,1/3/2015 2:56:12 AM,15544,44.92055888,-93.27538353,-10383368.1976,5609023.7661,KING FIELD,1/28/2015 2:48:24 PM,3/3/2017 1:40:06 PM,97,-10383368.1976,5609023.7661
0005XX Queen AV N,3363694,MP 2015 002714,04,1/3/2015 6:09:00 AM,1/3/2015 3:00:00 AM,03:00:00,DASLT3,3rd Deg Domes Aslt,05,1/3/2015 6:08:33 AM,21298,44.98327666,-93.30970139,-10387188.4447,5618889.1228,HARRISON,1/3/2015 9:00:56 AM,3/3/2017 1:40:06 PM,98,-10387188.4447,5618889.1228
0030XX 27 AV S,3363706,MP 2015 999948,03,1/3/2015 8:12:00 AM,1/3/2015 2:00:00 AM,02:00:00,TFPER,Theft From Person,07,1/3/2015 8:12:33 AM,11261,44.94779078,-93.23318444,-10378670.6166,5613305.9548,LONGFELLOW,1/7/2015 11:04:38 AM,3/3/2017 1:40:06 PM,99,-10378670.6166,5613305.95480001
0028XX 28 AV S,3363712,MP 2015 002792,03,1/3/2015 9:21:00 AM,1/1/2015 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,1/3/2015 9:17:20 AM,17400,44.95107358,-93.23155507,-10378489.2365,5613822.3079,LONGFELLOW,1/4/2015 9:54:28 AM,3/3/2017 1:40:06 PM,100,-10378489.2365,5613822.30789999
0033XX 25 ST E,3363713,MP 2015 999946,03,1/3/2015 9:19:27 AM,1/2/2015 6:30:00 PM,18:30:00,TFMV,Theft From Motr Vehc,07,1/3/2015 9:19:27 AM,11528,44.95738404,-93.22321658,-10377560.9997,5614814.9683,SEWARD,1/7/2015 1:07:34 PM,3/3/2017 1:40:06 PM,101,-10377560.9997,5614814.9683
31 ST E / Bloomington AV S,3363716,MP 2015 002813,03,1/3/2015 9:40:00 AM,1/3/2015 9:05:00 AM,09:05:00,TFMV,Theft From Motr Vehc,07,1/3/2015 9:39:45 AM,,44.94655,-93.25249,-10380819.4,5613110.973,POWDERHORN PARK,1/5/2015 6:59:01 AM,3/3/2017 1:40:06 PM,102,-10380819.4,5613110.973
0028XX 40 AV S,3363717,MP 2015 002823,03,1/3/2015 9:45:00 AM,1/2/2015 11:30:00 PM,23:30:00,AUTOTH,Motor Vehicle Theft,08,1/3/2015 9:40:16 AM,11875,44.95106526,-93.21528606,-10376678.1782,5613821.0003,COOPER,1/5/2015 6:59:39 AM,3/3/2017 1:40:06 PM,103,-10376678.1782,5613821.00030001
35 ST E / Elliot AV S,3363721,MP 2015 002821,03,1/3/2015 9:59:00 AM,1/3/2015 9:25:00 AM,09:25:00,ROBPER,Robbery Of Person,04,1/3/2015 9:58:29 AM,,44.93956,-93.2613,-10381799.96,5612011.131,POWDERHORN PARK,1/5/2015 10:27:58 AM,3/3/2017 1:40:06 PM,104,-10381799.96,5612011.131
0024XX 15 AV S,3363723,MP 2015 002841,03,1/3/2015 10:26:00 AM,1/3/2015 12:30:00 AM,00:30:00,TFMV,Theft From Motr Vehc,07,1/3/2015 10:25:36 AM,22830,44.95823599,-93.2536827,-10380952.4726,5614948.9916,MIDTOWN PHILLIPS,1/5/2015 7:00:18 AM,3/3/2017 1:40:06 PM,105,-10380952.4726,5614948.9916
0035XX 28 ST E,3363734,MP 2015 002874,03,1/3/2015 10:51:00 AM,1/2/2015 4:00:00 PM,16:00:00,BURGB,Burglary Of Business,06,1/3/2015 11:33:50 AM,11241,44.95197022,-93.22102346,-10377316.863,5613963.3472,LONGFELLOW,1/7/2015 7:51:23 AM,3/3/2017 1:40:06 PM,106,-10377316.863,5613963.34720001
0027XX Lake ST E,3363735,MP 2015 002911,03,1/3/2015 11:46:00 AM,12/30/2014 8:00:00 PM,20:00:00,THEFT,Other Theft,07,1/3/2015 11:45:43 AM,19099,44.94837563,-93.23238466,-10378581.5855,5613397.944,LONGFELLOW,1/5/2015 7:03:21 AM,3/3/2017 1:40:06 PM,107,-10378581.5855,5613397.94400001
0019XX University AV NE,3363737,MP 2015 002914,02,1/3/2015 11:51:00 AM,1/2/2015 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,1/3/2015 11:50:52 AM,17669,45.00799792,-93.26310512,-10382001.3719,5622780.6828,HOLLAND,1/5/2015 9:20:36 AM,3/3/2017 1:40:06 PM,108,-10382001.3719,5622780.68280001
0008XX Lake ST E,3363740,MP 2015 002851,03,1/3/2015 12:18:00 PM,1/3/2015 10:05:00 AM,10:05:00,SHOPLF,Shoplifting,07,1/3/2015 12:16:35 PM,19111,44.94835805,-93.26204108,-10381882.9233,5613395.1786,POWDERHORN PARK,1/3/2015 2:51:54 PM,3/3/2017 1:40:06 PM,109,-10381882.9233,5613395.1786
0009XX Washington AV S,3363742,MP 2015 999944,01,1/3/2015 12:56:57 PM,1/2/2015 8:30:00 PM,20:30:00,THEFT,Other Theft,07,1/3/2015 12:56:57 PM,25156,44.97650066,-93.25593685,-10381203.4038,5617822.7537,DOWNTOWN EAST,1/7/2015 11:02:45 AM,3/3/2017 1:40:06 PM,110,-10381203.4038,5617822.7537
0022XX Clinton AV S,3363748,MP 2015 002952,05,1/3/2015 12:51:00 PM,1/3/2015 3:30:00 AM,03:30:00,BURGD,Burglary Of Dwelling,06,1/3/2015 1:14:52 PM,21234,44.96005068,-93.271486,-10382934.3274,5615234.4738,WHITTIER,1/5/2015 3:13:05 AM,3/3/2017 1:40:06 PM,111,-10382934.3274,5615234.47380001
38 ST E / Standish AV S,3363751,MP 2015 999943,03,1/3/2015 1:31:32 PM,1/2/2015 8:30:00 PM,20:30:00,TFMV,Theft From Motr Vehc,07,1/3/2015 1:31:32 PM,,44.93412,-93.23972,-10379398.55,5611155.33,STANDISH,1/4/2015 9:39:45 AM,3/3/2017 1:40:06 PM,112,-10379398.55,5611155.33
0008XX Marquette AV S,3363752,MP 2015 999942,01,1/3/2015 1:35:29 PM,12/31/2014 11:00:00 PM,23:00:00,THEFT,Other Theft,07,1/3/2015 1:35:29 PM,17244,44.97486982,-93.27210446,-10383003.1735,5617566.1208,DOWNTOWN WEST,1/5/2015 8:11:28 AM,3/3/2017 1:40:06 PM,113,-10383003.1735,5617566.12080001
0024XX Bloomington AV S,3363755,MP 2015 002968,03,1/3/2015 1:54:00 PM,1/3/2015 1:17:00 PM,13:17:00,SHOPLF,Shoplifting,07,1/3/2015 1:54:04 PM,21469,44.95823569,-93.25239248,-10380808.8457,5614948.9445,EAST PHILLIPS,1/4/2015 5:12:25 AM,3/3/2017 1:40:06 PM,114,-10380808.8457,5614948.9445
0025XX Riverside AV ,3363756,MP 2015 002994,01,1/3/2015 2:00:00 PM,1/2/2015 4:40:00 PM,16:40:00,THEFT,Other Theft,07,1/3/2015 2:02:40 PM,14963,44.9653941,-93.23592303,-10378975.4752,5616075.14,CEDAR RIVERSIDE,1/5/2015 8:07:36 AM,3/3/2017 1:40:06 PM,115,-10378975.4752,5616075.14
0029XX Grand AV S,3363762,MP 2015 003006,05,1/3/2015 2:36:00 PM,1/3/2015 12:00:00 AM,00:00:00,BURGD,Burglary Of Dwelling,06,1/3/2015 2:36:32 PM,18391,44.95015379,-93.28427409,-10384357.8906,5613677.6308,WHITTIER,9/25/2015 10:52:52 AM,3/3/2017 1:40:06 PM,116,-10384357.8906,5613677.63080001
0028XX 28 AV S,3363767,MP 2015 002940,03,1/3/2015 3:03:00 PM,1/2/2015 7:00:00 PM,19:00:00,TFMV,Theft From Motr Vehc,07,1/3/2015 3:02:54 PM,17400,44.95107358,-93.23155507,-10378489.2365,5613822.3079,LONGFELLOW,1/4/2015 9:50:27 AM,3/3/2017 1:40:06 PM,117,-10378489.2365,5613822.30789999
0022XX 5 AV S,3363772,MP 2015 002990,03,1/3/2015 3:20:00 PM,1/3/2015 1:44:00 PM,13:44:00,TFPER,Theft From Person,07,1/3/2015 3:21:24 PM,22558,44.96005182,-93.26897813,-10382655.1527,5615234.6545,PHILLIPS WEST,1/5/2015 2:37:44 PM,3/3/2017 1:40:06 PM,118,-10382655.1527,5615234.6545
0013XX 27 ST W,3363774,MP 2015 002928,05,1/3/2015 3:30:00 PM,1/3/2015 12:11:00 PM,12:11:00,BURGD,Burglary Of Dwelling,06,1/3/2015 3:28:16 PM,17301,44.95374581,-93.29728408,-10385806.1566,5614242.6478,LOWRY HILL EAST,1/3/2015 7:02:10 PM,3/3/2017 1:40:06 PM,119,-10385806.1566,5614242.6478
21 AV N / Upton AV N,3363777,MP 2015 003050,04,1/3/2015 3:50:00 PM,1/3/2015 2:50:00 PM,14:50:00,ROBBIZ,Robbery Of Business,04,1/3/2015 3:49:37 PM,,45.00062,-93.31461,-10387734.65,5621619.785,WILLARD - HAY,1/3/2015 4:51:22 PM,3/3/2017 1:40:06 PM,120,-10387734.65,5621619.78499999
0002XX Market ST ,3363779,MP 2015 002979,04,1/3/2015 3:45:00 PM,1/3/2015 12:00:00 PM,12:00:00,THEFT,Other Theft,07,1/3/2015 4:02:44 PM,18914,44.98022905,-93.28983248,-10384976.6478,5618409.4913,SUMNER - GLENWOOD,1/5/2015 7:10:11 AM,3/3/2017 1:40:06 PM,121,-10384976.6478,5618409.49130001
0015XX Hillside AV ,3363781,MP 2015 003045,04,1/3/2015 4:11:00 PM,1/3/2015 2:40:00 PM,14:40:00,THEFT,Other Theft,07,1/3/2015 4:07:27 PM,18641,45.00119234,-93.30089701,-10386208.3459,5621709.1981,JORDAN,1/3/2015 4:46:51 PM,3/3/2017 1:40:06 PM,122,-10386208.3459,5621709.1981
0016XX Mount Curve AV ,3363782,MP 2015 003067,05,1/3/2015 4:15:00 PM,12/28/2014 4:00:00 PM,16:00:00,BURGD,Burglary Of Dwelling,06,1/3/2015 4:14:29 PM,17009,44.96795815,-93.29909645,-10386007.9079,5616478.5626,LOWRY HILL,1/7/2015 2:41:30 PM,3/3/2017 1:40:06 PM,123,-10386007.9079,5616478.56260001
0010XX 22 ST E,3363783,MP 2015 999940,03,1/3/2015 4:17:00 PM,1/3/2015 5:00:00 AM,05:00:00,TFMV,Theft From Motr Vehc,07,1/3/2015 4:17:42 PM,16495,44.96091759,-93.2589253,-10381536.0763,5615370.8583,VENTURA VILLAGE,1/4/2015 9:36:40 AM,3/3/2017 1:40:06 PM,124,-10381536.0763,5615370.8583
0017XX Lake ST E,3363784,MP 2015 002965,03,1/3/2015 4:55:00 PM,1/3/2015 1:12:00 PM,13:12:00,ASLT2,Asslt W/dngrs Weapon,05,1/3/2015 4:53:40 PM,21923,44.94836921,-93.24932366,-10380467.2267,5613396.9344,EAST PHILLIPS,2/20/2015 10:47:41 AM,3/3/2017 1:40:06 PM,125,-10380467.2267,5613396.93440001
0046XX Bloomington AV S,3363788,MP 2015 003120,03,1/3/2015 5:39:00 PM,12/24/2014 4:47:00 PM,16:47:00,TMVP,Theft-motr Veh Parts,07,1/3/2015 5:38:53 PM,12893,44.9188021,-93.25240008,-10380809.6918,5608747.584,NORTHROP,1/5/2016 12:32:49 PM,3/3/2017 1:40:06 PM,126,-10380809.6918,5608747.584
0007XX Broadway AV W,3363790,MP 2015 003103,04,1/3/2015 5:52:00 PM,1/3/2015 4:34:00 PM,16:34:00,THEFT,Other Theft,07,1/3/2015 5:51:14 PM,17562,44.99913768,-93.28875577,-10384856.7885,5621385.7319,NEAR - NORTH,1/3/2015 8:43:26 PM,3/3/2017 1:40:06 PM,127,-10384856.7885,5621385.7319
0048XX Dupont AV N,3363791,MP 2015 003172,04,1/3/2015 6:00:00 PM,1/3/2015 5:37:00 PM,17:37:00,ASLT2,Asslt W/dngrs Weapon,05,1/3/2015 5:51:21 PM,18024,45.0430014,-93.29402887,-10385443.788,5628293.7196,LIND - BOHANON,1/3/2015 8:49:54 PM,3/3/2017 1:40:06 PM,128,-10385443.788,5628293.71960001
0047XX Nicollet AV S,3363792,MP 2015 003112,05,1/3/2015 6:20:00 PM,1/3/2015 3:20:00 PM,15:20:00,AUTOTH,Motor Vehicle Theft,08,1/3/2015 6:07:44 PM,12970,44.91692979,-93.27797416,-10383656.5857,5608453.2489,TANGLETOWN,1/15/2015 3:37:41 PM,3/3/2017 1:40:06 PM,129,-10383656.5857,5608453.2489
0009XX Nicollet Mall  ,3363793,MP 2015 003184,01,1/3/2015 6:45:00 PM,1/3/2015 5:46:00 PM,17:46:00,SHOPLF,Shoplifting,07,1/3/2015 6:27:48 PM,19563,44.97449942,-93.27431687,-10383249.4581,5617507.8346,DOWNTOWN WEST,1/4/2015 6:46:13 AM,3/3/2017 1:40:06 PM,130,-10383249.4581,5617507.83460001
Lincoln AV  / Logan AV S,3363809,MP 2015 003110,05,1/3/2015 8:58:00 PM,1/3/2015 3:30:00 PM,15:30:00,TFMV,Theft From Motr Vehc,07,1/3/2015 8:54:20 PM,,44.96445,-93.30327,-10386472.64,5615927.046,LOWRY HILL,1/5/2015 3:21:47 AM,3/3/2017 1:40:06 PM,131,-10386472.64,5615927.046
10 ST S / Portland AV S,3363810,MP 2015 999938,01,1/3/2015 9:03:24 PM,1/1/2015 4:00:00 PM,16:00:00,THEFT,Other Theft,07,1/3/2015 9:03:24 PM,,44.97052,-93.26653,-10382382.33,5616881.96,ELLIOT PARK,1/5/2015 8:11:19 AM,3/3/2017 1:40:06 PM,132,-10382382.33,5616881.96000001
0013XX Franklin AV E,3363816,MP 2015 003147,03,1/3/2015 9:49:00 PM,1/3/2015 5:15:00 PM,17:15:00,THEFT,Other Theft,07,1/3/2015 9:37:26 PM,21481,44.96272054,-93.25611556,-10381223.2971,5615654.5062,VENTURA VILLAGE,1/5/2015 7:07:35 AM,3/3/2017 1:40:06 PM,133,-10381223.2971,5615654.5062
00001X 5 ST S,3363817,MP 2015 999937,01,1/3/2015 9:37:45 PM,12/21/2014 1:30:00 AM,01:30:00,THEFT,Other Theft,07,1/3/2015 9:37:45 PM,25831,44.9792772,-93.27150683,-10382936.646,5618259.6951,DOWNTOWN WEST,1/7/2015 10:57:58 AM,3/3/2017 1:40:06 PM,134,-10382936.646,5618259.69510001
0002XX 62 ST W,3363818,MP 2015 003393,05,1/3/2015 9:45:00 PM,1/3/2015 3:30:00 PM,15:30:00,AUTOTH,Motor Vehicle Theft,08,1/3/2015 9:42:04 PM,13466,44.89062727,-93.28192559,-10384096.4566,5604319.3917,WINDOM,1/5/2015 3:42:09 AM,3/3/2017 1:40:06 PM,135,-10384096.4566,5604319.3917
0030XX Hennepin AV S,3363829,MP 2015 003358,05,1/3/2015 10:20:00 PM,1/3/2015 6:00:00 PM,18:00:00,THEFT,Other Theft,07,1/3/2015 10:15:43 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,CARAG,1/6/2015 1:34:34 AM,3/3/2017 1:40:06 PM,136,-10385918.3514,5613256.16150001
0009XX Broadway AV W,3363830,MP 2015 003386,04,1/3/2015 10:18:00 PM,1/3/2015 8:20:00 PM,20:20:00,ROBPAG,Robbery Per Agg,04,1/3/2015 10:17:21 PM,15960,44.99914804,-93.29181556,-10385197.4033,5621387.3639,HAWTHORNE,3/20/2015 9:47:59 AM,3/3/2017 1:40:06 PM,137,-10385197.4033,5621387.36390001
32 ST E / MINNEHAHA AV ,3363836,MP 2015 999936,03,1/3/2015 11:06:52 PM,1/1/2015 10:00:00 PM,22:00:00,THEFT,Other Theft,07,1/3/2015 11:06:52 PM,,44.94488,-93.2317,-10378505.12,5612847.693,LONGFELLOW,1/8/2015 8:52:09 AM,3/3/2017 1:40:06 PM,138,-10378505.12,5612847.69300001
0006XX Hennepin AV S,3363838,MP 2015 003532,01,1/3/2015 11:15:00 PM,1/3/2015 7:40:00 PM,19:40:00,AUTOTH,Motor Vehicle Theft,08,1/3/2015 11:18:18 PM,17240,44.97839171,-93.27422196,-10383238.8928,5618120.344,DOWNTOWN WEST,1/5/2015 8:09:19 AM,3/3/2017 1:40:06 PM,139,-10383238.8928,5618120.344
0010XX Broadway AV W,3363853,MP 2015 003602,04,1/4/2015 12:32:00 AM,1/3/2015 11:43:00 PM,23:43:00,ROBPER,Robbery Of Person,04,1/4/2015 12:32:08 AM,16119,44.99915292,-93.29335076,-10385368.3007,5621388.1316,NEAR - NORTH,3/16/2015 12:36:20 PM,3/3/2017 1:40:06 PM,140,-10385368.3007,5621388.1316
0036XX 44 AV S,3363855,MP 2015 003471,03,1/4/2015 12:46:00 AM,1/3/2015 9:51:00 PM,21:51:00,TFPER,Theft From Person,07,1/4/2015 12:45:49 AM,12266,44.93688073,-93.21020365,-10376112.4069,5611590.1157,HOWE,1/4/2015 4:15:52 AM,3/3/2017 1:40:06 PM,141,-10376112.4069,5611590.11570001
0035XX 4 ST N,3363861,MP 2015 003665,04,1/4/2015 1:27:00 AM,1/4/2015 12:43:00 AM,00:43:00,ROBPAG,Robbery Per Agg,04,1/4/2015 1:27:42 AM,18264,45.01939931,-93.28498382,-10384436.8978,5624576.027,MCKINLEY,1/12/2015 2:47:18 PM,3/3/2017 1:40:06 PM,142,-10384436.8978,5624576.02700001
0013XX Grand ST NE,3363863,MP 2015 003591,02,1/4/2015 1:44:00 AM,1/3/2015 11:00:00 PM,23:00:00,CSCR,Crim Sex Cond-rape,03,1/4/2015 1:44:17 AM,12783,45.00114753,-93.26896396,-10382653.5751,5621702.1431,SHERIDAN,1/5/2015 11:23:00 AM,3/3/2017 1:40:06 PM,143,-10382653.5751,5621702.14310001
0041XX 41 AV S,3363866,MP 2015 003704,03,1/4/2015 2:35:00 AM,1/4/2015 1:25:00 AM,01:25:00,BURGD,Burglary Of Dwelling,06,1/4/2015 2:34:27 AM,12223,44.92790198,-93.2140353,-10376538.9444,5610178.2614,HIAWATHA,1/4/2015 9:48:47 AM,3/3/2017 1:40:06 PM,144,-10376538.9444,5610178.2614
