PublicAddress,ControlNbr,CCN,Precinct,ReportedDate,BeginDate,Time,Offense,Description,UCRCode,EnteredDate,GBSID,Lat,Long,X,Y,Neighborhood,LastChanged,LastUpdateDate,OBJECTID,x2,y2
00009X Broadway ST NE,3739118,MP 2018 040168,02,2/7/2018 9:00:00 PM,2/7/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,2/7/2018 10:26:38 PM,14388,44.9987034,-93.26823369,-10382572.2812,5621317.3654,ST. ANTHONY WEST,2/8/2018 6:56:57 AM,2/8/2018 8:00:33 PM,74,-10382572.2812,5621317.3654
0002XX Penn AV N,3739119,MP 2018 040145,04,1/29/2018 1:01:00 PM,1/29/2018 10:00:00 AM,10:00:00,THEFT,Other Theft,07,2/7/2018 10:33:48 PM,15738,44.97938063,-93.3083336,-10387036.1828,5618275.9729,HARRISON,2/8/2018 6:28:02 AM,2/8/2018 8:00:33 PM,75,-10387036.1828,5618275.9729
0045XX Hiawatha AV ,3739120,MP 2018 039870,03,2/7/2018 10:30:00 PM,2/7/2018 3:38:00 PM,15:38:00,SHOPLF,Shoplifting,07,2/7/2018 10:33:58 PM,21628,44.92059183,-93.21921931,-10377116.0256,5609028.9454,HIAWATHA,2/8/2018 4:18:44 AM,2/8/2018 8:00:33 PM,76,-10377116.0256,5609028.9454
8 ST S / Nicollet Mall  ,3739121,MP 2018 040332,01,2/7/2018 10:37:00 PM,2/7/2018 9:45:00 PM,21:45:00,ASLT2,Asslt W/dngrs Weapon,05,2/7/2018 10:36:40 PM,,44.97592,-93.27306,-10383109.06,5617730.617,DOWNTOWN WEST,2/8/2018 2:05:52 PM,2/8/2018 8:00:33 PM,77,-10383109.06,5617730.617
0003XX Harrison ST NE,3739122,MP 2018 040291,02,2/7/2018 10:41:00 PM,2/7/2018 6:00:00 PM,18:00:00,TFMV,Theft From Motr Vehc,07,2/7/2018 10:39:38 PM,19985,44.99228307,-93.24730998,-10380243.0652,5620306.6947,BELTRAMI,2/8/2018 9:21:38 AM,2/8/2018 8:00:33 PM,78,-10380243.0652,5620306.6947
0002XX Penn AV N,3739127,MP 2018 040147,04,1/29/2018 1:20:00 PM,1/29/2018 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/7/2018 11:05:23 PM,15738,44.97938063,-93.3083336,-10387036.1828,5618275.9729,HARRISON,2/8/2018 6:28:12 AM,2/8/2018 8:00:33 PM,79,-10387036.1828,5618275.9729
0000XX 26 ST E,3739128,MP 2018 040410,05,2/7/2018 11:09:00 PM,2/7/2018 7:55:00 PM,19:55:00,TFMV,Theft From Motr Vehc,07,2/7/2018 11:07:28 PM,16209,44.95553285,-93.27722846,-10383573.5743,5614523.7575,WHITTIER,2/8/2018 3:05:11 PM,2/8/2018 8:00:33 PM,80,-10383573.5743,5614523.7575
0024XX Humboldt AV S,3739130,MP 2018 040148,05,1/29/2018 2:06:00 PM,9/29/2017 8:00:00 AM,08:00:00,THEFT,Other Theft,07,2/7/2018 11:11:49 PM,14820,44.95823487,-93.29821188,-10385909.4388,5614948.8167,EAST ISLES,2/8/2018 4:06:47 AM,2/8/2018 8:00:33 PM,81,-10385909.4388,5614948.8167
0025XX Chicago AV S,3739137,MP 2018 040490,03,2/8/2018 12:15:00 AM,2/7/2018 11:20:00 PM,23:20:00,AUTOTH,Motor Vehicle Theft,08,2/8/2018 12:10:52 AM,18934,44.95642799,-93.26259001,-10381944.0295,5614664.5715,MIDTOWN PHILLIPS,2/8/2018 5:00:23 AM,2/8/2018 8:00:33 PM,82,-10381944.0295,5614664.5715
0026XX HENNEPIN AV ,3739138,MP 2018 999270,05,2/8/2018 12:14:16 AM,2/7/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 12:14:16 AM,17297,44.95510273,-93.29700253,-10385774.814,5614456.0975,EAST ISLES,2/8/2018 7:37:09 AM,2/8/2018 8:00:33 PM,83,-10385774.814,5614456.0975
0009XX Upton AV N,3739149,MP 2018 040582,04,2/8/2018 2:30:00 AM,2/8/2018 1:30:00 AM,01:30:00,BURGD,Burglary Of Dwelling,06,2/8/2018 2:15:06 AM,20922,44.98701936,-93.31465964,-10387740.395,5619478.1817,WILLARD - HAY,2/8/2018 6:29:26 AM,2/8/2018 8:00:33 PM,84,-10387740.395,5619478.1817
0043XX Lake ST E,3739151,MP 2018 040597,03,2/8/2018 2:47:00 AM,2/8/2018 1:54:00 AM,01:54:00,BURGB,Burglary Of Business,06,2/8/2018 2:47:31 AM,14494,44.94834439,-93.2107897,-10376177.6453,5613393.0298,COOPER,2/9/2018 2:14:26 AM,2/9/2018 8:00:40 PM,85,-10376177.6453,5613393.0298
0020XX Broadway AV W,3739152,MP 2018 040596,04,2/8/2018 4:55:00 AM,2/8/2018 1:51:00 AM,01:51:00,ASLT2,Asslt W/dngrs Weapon,05,2/8/2018 2:57:25 AM,14753,45.00125875,-93.30562646,-10386734.8259,5621719.6527,JORDAN,2/8/2018 5:53:05 AM,2/8/2018 8:00:33 PM,86,-10386734.8259,5621719.6527
0058XX Lyndale AV S,3739170,MP 2018 040679,05,2/8/2018 6:37:00 AM,2/8/2018 6:00:00 AM,06:00:00,ASLT2,Asslt W/dngrs Weapon,05,2/8/2018 6:37:06 AM,20000,44.8970846,-93.28830455,-10384806.5592,5605334.0873,WINDOM,2/8/2018 8:20:32 AM,2/8/2018 8:00:33 PM,87,-10384806.5592,5605334.0873
00001X 5 ST N,3739172,MP 2018 038906,01,2/8/2018 7:30:00 AM,2/4/2018 11:00:00 PM,23:00:00,ROBPER,Robbery Of Person,04,2/8/2018 7:38:12 AM,16701,44.97996756,-93.27316614,-10383121.3599,5618368.3395,DOWNTOWN WEST,2/8/2018 10:59:57 AM,2/8/2018 8:00:33 PM,88,-10383121.3599,5618368.3395
0004XX 5 ST N,3739173,MP 2018 040695,01,2/8/2018 7:53:00 AM,2/7/2018 1:45:00 PM,13:45:00,THEFT,Other Theft,07,2/8/2018 7:52:32 AM,25935,44.9838146,-93.27839929,-10383703.911,5618973.7859,NORTH LOOP,2/8/2018 10:45:00 AM,2/8/2018 8:00:33 PM,89,-10383703.911,5618973.7859
0017XX 2 ST N,3739174,MP 2018 040715,04,2/8/2018 8:20:00 AM,2/8/2018 7:43:00 AM,07:43:00,THEFT,Other Theft,07,2/8/2018 8:18:02 AM,18661,44.99691349,-93.27994572,-10383876.0586,5621035.5911,NEAR - NORTH,2/9/2018 12:00:20 PM,2/9/2018 8:00:40 PM,90,-10383876.0586,5621035.5911
0001XX 59 ST E,3739176,MP 2018 999269,05,2/8/2018 8:23:45 AM,2/7/2018 8:00:00 PM,20:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 8:23:45 AM,15243,44.89561447,-93.27754595,-10383608.9178,5605103.0634,WINDOM,2/8/2018 8:23:48 AM,2/8/2018 8:00:33 PM,91,-10383608.9178,5605103.0634
0038XX Blaisdell AV S,3739177,MP 2018 040690,05,2/8/2018 8:28:00 AM,2/8/2018 6:00:00 AM,06:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 8:26:36 AM,14392,44.93320316,-93.27976254,-10383855.6668,5611011.8128,KING FIELD,2/8/2018 3:29:26 PM,2/8/2018 8:00:33 PM,92,-10383855.6668,5611011.8128
0029XX University AV SE,3739182,MP 2018 040719,02,2/8/2018 9:00:00 AM,2/7/2018 5:00:00 PM,17:00:00,THEFT,Other Theft,07,2/8/2018 8:59:02 AM,21973,44.97089318,-93.21501079,-10376647.5357,5616940.3769,PROSPECT PARK - EAST RIVER ROAD,2/8/2018 12:25:13 PM,2/8/2018 8:00:33 PM,93,-10376647.5357,5616940.3769
0051XX Queen AV N,3739197,MP 2018 040732,04,2/8/2018 9:27:00 AM,2/8/2018 7:50:00 AM,07:50:00,AUTOTH,Motor Vehicle Theft,08,2/8/2018 9:26:53 AM,10067,45.0485005,-93.31060049,-10387288.5318,5629160.1317,SHINGLE CREEK,2/9/2018 6:13:16 AM,2/9/2018 8:00:40 PM,94,-10387288.5318,5629160.1317
0030XX 50 ST E,3739205,MP 2018 040774,03,2/8/2018 10:30:00 AM,2/7/2018 5:15:00 PM,17:15:00,BURGD,Burglary Of Dwelling,06,2/8/2018 10:06:58 AM,21835,44.91259919,-93.22776982,-10378067.8638,5607772.4956,KEEWAYDIN,2/8/2018 5:41:27 PM,2/8/2018 8:00:33 PM,95,-10378067.8638,5607772.4956
0016XX Washington AV N,3739208,MP 2018 040822,04,2/8/2018 10:30:00 AM,2/8/2018 10:08:00 AM,10:08:00,THEFT,Other Theft,07,2/8/2018 10:30:11 AM,15994,44.99580871,-93.28156575,-10384056.3994,5620861.6775,NEAR - NORTH,2/9/2018 10:51:22 AM,2/9/2018 8:00:40 PM,96,-10384056.3994,5620861.6775
0021XX Vincent AV N,3739212,MP 2018 999264,04,2/8/2018 11:06:19 AM,2/3/2018 11:20:00 AM,11:20:00,THFTSW,Theft By Swindle,07,2/8/2018 11:06:19 AM,17375,45.00111986,-93.3158934,-10387877.7359,5621697.7862,WILLARD - HAY,2/8/2018 7:02:00 PM,2/8/2018 8:00:33 PM,97,-10387877.7359,5621697.7862
0027XX Fremont AV N,3739213,MP 2018 040904,04,2/8/2018 11:15:00 AM,1/7/2018 2:00:00 PM,14:00:00,AUTOTH,Motor Vehicle Theft,08,2/8/2018 11:23:18 AM,22231,45.00865586,-93.2955763,-10385616.0468,5622884.2775,JORDAN,2/9/2018 6:11:58 AM,2/9/2018 8:00:40 PM,98,-10385616.0468,5622884.2775
0004XX 1 ST N,3739222,MP 2018 999263,01,2/8/2018 12:10:02 PM,2/8/2018 11:15:00 AM,11:15:00,TFMV,Theft From Motr Vehc,07,2/8/2018 12:10:02 PM,19562,44.98855577,-93.27353796,-10383162.7502,5619720.0064,NORTH LOOP,2/8/2018 12:10:09 PM,2/8/2018 8:00:33 PM,99,-10383162.7502,5619720.0064
15 AV N / Knox AV N,3739224,MP 2018 040973,04,2/8/2018 12:15:00 PM,2/8/2018 11:45:00 AM,11:45:00,DASLT2,2nd Deg Domes Aslt,05,2/8/2018 12:22:21 PM,,44.99416,-93.30194,-10386324.45,5620601.523,WILLARD - HAY,2/9/2018 6:12:28 AM,2/9/2018 8:00:40 PM,100,-10386324.45,5620601.523
0014XX Franklin AV E,3739226,MP 2018 040919,03,2/8/2018 12:29:00 PM,1/30/2018 9:00:00 PM,21:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 12:27:56 PM,17525,44.96272734,-93.25512616,-10381113.1583,5615655.5755,VENTURA VILLAGE,2/8/2018 5:40:40 PM,2/8/2018 8:00:33 PM,101,-10381113.1583,5615655.5755
0010XX MARQUETTE AV ,3739238,MP 2018 999262,01,2/8/2018 1:04:14 PM,1/27/2018 10:00:00 AM,10:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 1:04:14 PM,17096,44.972894,-93.27369104,-10383179.7907,5617255.2102,DOWNTOWN WEST,2/8/2018 1:04:19 PM,2/8/2018 8:00:33 PM,102,-10383179.7907,5617255.2102
0036XX Penn AV N,3739243,MP 2018 040344,04,2/8/2018 1:18:00 PM,2/5/2018 9:54:00 PM,21:54:00,THEFT,Other Theft,07,2/8/2018 1:16:48 PM,10352,45.02136805,-93.30828599,-10387030.8837,5624886.0752,CLEVELAND,2/8/2018 2:12:45 PM,2/8/2018 8:00:33 PM,103,-10387030.8837,5624886.0752
0012XX Washington ST NE,3739245,MP 2018 040961,02,2/8/2018 1:30:00 PM,2/7/2018 1:00:00 PM,13:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 1:22:08 PM,16578,44.99980034,-93.25753629,-10381381.4528,5621490.0538,LOGAN PARK,2/9/2018 6:20:16 AM,2/9/2018 8:00:40 PM,104,-10381381.4528,5621490.0538
0015XX HAWTHORNE AV ,3739250,MP 2018 999260,01,2/8/2018 1:33:17 PM,1/30/2018 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/8/2018 1:33:17 PM,22637,44.97494835,-93.28494279,-10384432.3298,5617578.4779,LORING PARK,2/8/2018 1:33:21 PM,2/8/2018 8:00:33 PM,105,-10384432.3298,5617578.4779
0007XX Park AV S,3739256,MP 2018 040991,01,2/8/2018 1:00:00 PM,2/8/2018 12:39:00 PM,12:39:00,CSCR,Crim Sex Cond-rape,03,2/8/2018 1:45:25 PM,18846,44.97236806,-93.26312004,-10382003.0328,5617172.4507,ELLIOT PARK,2/8/2018 3:23:52 PM,2/8/2018 8:00:33 PM,106,-10382003.0328,5617172.4507
0024XX 4 ST N,3739258,MP 2018 040837,04,2/8/2018 2:20:00 PM,2/6/2018 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 1:53:05 PM,22215,45.00424321,-93.2849348,-10384431.4407,5622189.5168,HAWTHORNE,2/9/2018 6:13:58 AM,2/9/2018 8:00:40 PM,107,-10384431.4407,5622189.5168
0025XX Lake ST E,3739265,MP 2018 041073,03,2/8/2018 3:30:00 PM,2/8/2018 1:42:00 PM,13:42:00,BURGB,Burglary Of Business,06,2/8/2018 2:58:39 PM,19097,44.94837171,-93.23514707,-10378889.0961,5613397.3273,LONGFELLOW,2/9/2018 10:06:03 AM,2/9/2018 8:00:40 PM,108,-10378889.0961,5613397.3273
0025XX Central AV NE,3739266,MP 2018 041125,02,2/8/2018 3:00:00 PM,2/3/2018 7:25:00 AM,07:25:00,BURGB,Burglary Of Business,06,2/8/2018 3:01:14 PM,20470,45.01406587,-93.24733737,-10380246.1143,5623736.1416,HOLLAND,2/9/2018 6:20:48 AM,2/9/2018 8:00:40 PM,109,-10380246.1143,5623736.1416
0001XX Seymour AV SE,3739269,MP 2018 041110,02,2/8/2018 4:00:00 PM,2/7/2018 4:00:00 PM,16:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 3:11:37 PM,10314,44.96361619,-93.21278307,-10376399.5466,5615795.4182,PROSPECT PARK - EAST RIVER ROAD,2/9/2018 6:20:29 AM,2/9/2018 8:00:40 PM,110,-10376399.5466,5615795.4182
Cedar AV S / Franklin AV E,3739270,MP 2018 041111,03,2/8/2018 3:30:00 PM,2/8/2018 2:18:00 PM,14:18:00,ROBPAG,Robbery Per Agg,04,2/8/2018 3:14:29 PM,,44.96275,-93.24524,-10380012.55,5615659.622,SEWARD,2/9/2018 3:22:28 PM,2/9/2018 8:00:40 PM,111,-10380012.55,5615659.622
0006XX Lowry AV N,3739271,MP 2018 041142,04,2/8/2018 5:00:00 PM,2/7/2018 6:00:00 PM,18:00:00,DASLT2,2nd Deg Domes Aslt,05,2/8/2018 3:16:27 PM,25904,45.0129579,-93.28721804,-10384685.6093,5623561.6723,HAWTHORNE,2/9/2018 9:28:10 AM,2/9/2018 8:00:40 PM,112,-10384685.6093,5623561.6723
0025XX 13 AV S,3739280,MP 2018 041223,03,2/8/2018 4:14:00 PM,2/8/2018 3:48:00 PM,15:48:00,THEFT,Other Theft,07,2/8/2018 4:13:54 PM,16865,44.95643967,-93.25624515,-10381237.7234,5614666.4087,MIDTOWN PHILLIPS,2/9/2018 6:53:58 AM,2/9/2018 8:00:40 PM,113,-10381237.7234,5614666.4087
0022XX Central AV NE,3739286,MP 2018 041227,02,2/8/2018 4:45:00 PM,2/8/2018 3:30:00 PM,15:30:00,THEFT,Other Theft,07,2/8/2018 4:37:49 PM,20984,45.01037758,-93.24735991,-10380248.6227,5623155.372,WINDOM PARK,2/9/2018 6:21:17 AM,2/9/2018 8:00:40 PM,114,-10380248.6227,5623155.372
0008XX 13 AV SE,3739290,MP 2018 999257,02,2/8/2018 4:43:28 PM,2/6/2018 2:22:00 PM,14:22:00,THEFT,Other Theft,07,2/8/2018 4:43:28 PM,16832,44.98531447,-93.23374831,-10378733.3871,5619209.8457,MARCY HOLMES,2/8/2018 4:43:34 PM,2/8/2018 8:00:33 PM,115,-10378733.3871,5619209.8457
0009XX 4 ST N,3739293,MP 2018 041221,01,2/8/2018 5:00:00 PM,2/7/2018 11:30:00 AM,11:30:00,AUTOTH,Motor Vehicle Theft,08,2/8/2018 5:15:35 PM,16620,44.98720974,-93.28094392,-10383987.178,5619508.1465,NORTH LOOP,2/9/2018 6:31:54 AM,2/9/2018 8:00:40 PM,116,-10383987.178,5619508.1465
0013XX Willow ST ,3739294,MP 2018 041210,01,2/8/2018 5:26:00 PM,2/8/2018 3:30:00 PM,15:30:00,BURGD,Burglary Of Dwelling,06,2/8/2018 5:25:36 PM,17268,44.96932975,-93.28185409,-10384088.4974,5616694.3754,LORING PARK,2/9/2018 9:17:31 AM,2/9/2018 8:00:40 PM,117,-10384088.4974,5616694.3754
0008XX 5 AV N,3739299,MP 2018 999256,04,2/8/2018 5:43:20 PM,2/8/2018 6:30:00 AM,06:30:00,TFMV,Theft From Motr Vehc,07,2/8/2018 5:43:20 PM,15717,44.98278712,-93.29018524,-10385015.9169,5618812.0771,SUMNER - GLENWOOD,2/8/2018 5:43:25 PM,2/8/2018 8:00:33 PM,118,-10385015.9169,5618812.0771
0003XX St Anthony AV ,3739305,MP 2018 041269,02,2/8/2018 6:32:00 PM,2/8/2018 4:25:00 PM,16:25:00,BURGD,Burglary Of Dwelling,06,2/8/2018 6:32:08 PM,20334,44.95774506,-93.20899109,-10375977.4253,5614871.7612,PROSPECT PARK - EAST RIVER ROAD,2/9/2018 6:21:31 AM,2/9/2018 8:00:40 PM,119,-10375977.4253,5614871.7612
0054XX 25 AV S,3739306,MP 2018 999255,03,2/8/2018 6:34:23 PM,2/7/2018 11:00:00 PM,23:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 6:34:23 PM,13382,44.90440023,-93.23613392,-10378998.9519,5606483.794,WENONAH,2/8/2018 6:34:30 PM,2/8/2018 8:00:33 PM,120,-10378998.9519,5606483.794
0030XX Hennepin AV S,3739311,MP 2018 041498,05,2/8/2018 7:47:00 PM,2/8/2018 7:14:00 PM,19:14:00,THEFT,Other Theft,07,2/8/2018 7:45:59 PM,11281,44.9474742,-93.29829195,-10385918.3514,5613256.1615,ECCO,2/8/2018 11:31:56 PM,2/9/2018 8:00:40 PM,121,-10385918.3514,5613256.1615
0028XX 26 AV S,3739318,MP 2018 041512,03,2/8/2018 8:30:00 PM,2/8/2018 6:55:00 PM,18:55:00,SHOPLF,Shoplifting,07,2/8/2018 8:27:03 PM,19096,44.95108135,-93.2347243,-10378842.0334,5613823.5304,LONGFELLOW,2/9/2018 8:10:03 AM,2/9/2018 8:00:40 PM,122,-10378842.0334,5613823.5304
0035XX Penn AV N,3739328,MP 2018 041564,04,2/1/2018 4:03:00 PM,1/28/2018 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/8/2018 9:25:54 PM,10354,45.01956023,-93.30826503,-10387028.5494,5624601.3702,FOLWELL,2/9/2018 6:16:26 AM,2/9/2018 8:00:40 PM,123,-10387028.5494,5624601.3702
0038XX 6 ST N,3739333,MP 2018 041620,04,2/8/2018 10:15:00 PM,2/8/2018 8:00:00 AM,08:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 10:16:03 PM,13591,45.02483662,-93.28654434,-10384610.6141,5625432.3518,WEBBER - CAMDEN,2/9/2018 6:16:40 AM,2/9/2018 8:00:40 PM,124,-10384610.6141,5625432.3518
0014XX Portland AV S,3739334,MP 2018 041612,01,2/8/2018 8:35:00 PM,2/8/2018 8:35:00 PM,20:35:00,ASLT2,Asslt W/dngrs Weapon,05,2/8/2018 10:16:10 PM,18562,44.96848547,-93.26765708,-10382508.0935,5616561.5319,ELLIOT PARK,2/9/2018 5:46:14 AM,2/9/2018 8:00:40 PM,125,-10382508.0935,5616561.5319
0002XX 62 ST W,3739338,MP 2018 041672,05,2/8/2018 10:51:00 PM,2/8/2018 6:00:00 AM,06:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 10:50:41 PM,13466,44.89062727,-93.28192559,-10384096.4566,5604319.3917,WINDOM,2/9/2018 5:53:57 AM,2/9/2018 8:00:40 PM,126,-10384096.4566,5604319.3917
0023XX Colfax AV S,3739341,MP 2018 041608,05,2/8/2018 10:58:00 PM,2/8/2018 4:30:00 AM,04:30:00,BURGD,Burglary Of Dwelling,06,2/8/2018 10:58:00 PM,16104,44.96002154,-93.29183072,-10385199.0906,5615229.8901,LOWRY HILL EAST,2/9/2018 5:52:38 AM,2/9/2018 8:00:40 PM,127,-10385199.0906,5615229.8901
0042XX 2 AV S,3739342,MP 2018 041585,03,2/8/2018 11:00:00 PM,2/8/2018 12:00:00 PM,12:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 11:00:19 PM,15219,44.92599714,-93.27404426,-10383219.1116,5609878.7649,REGINA,2/9/2018 2:22:27 AM,2/9/2018 8:00:40 PM,128,-10383219.1116,5609878.7649
0037XX 14 AV S,3739346,MP 2018 041696,03,2/8/2018 11:19:00 PM,2/8/2018 5:00:00 PM,17:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 11:14:47 PM,12324,44.93503595,-93.25492266,-10381090.504,5611300.017,POWDERHORN PARK,2/9/2018 2:20:15 PM,2/9/2018 8:00:40 PM,129,-10381090.504,5611300.017
0037XX 17 AV S,3739348,MP 2018 041667,03,2/8/2018 11:30:00 PM,2/8/2018 7:30:00 PM,19:30:00,BURGD,Burglary Of Dwelling,06,2/8/2018 11:32:25 PM,19531,44.93502453,-93.24987503,-10380528.6054,5611298.2218,POWDERHORN PARK,2/9/2018 2:11:51 PM,2/9/2018 8:00:40 PM,130,-10380528.6054,5611298.2218
0013XX 2 AV S,3739349,MP 2018 041488,01,2/8/2018 11:30:00 PM,2/8/2018 12:00:00 PM,12:00:00,TFMV,Theft From Motr Vehc,07,2/8/2018 11:32:33 PM,25845,44.96976154,-93.27499862,-10383325.3499,5616762.3157,LORING PARK,2/9/2018 6:33:05 AM,2/9/2018 8:00:40 PM,131,-10383325.3499,5616762.3157
0038XX 16 AV S,3739351,MP 2018 041678,03,2/8/2018 11:51:00 PM,2/8/2018 6:00:00 PM,18:00:00,BURGD,Burglary Of Dwelling,06,2/8/2018 11:50:55 PM,20875,44.93320826,-93.25113206,-10380668.5365,5611012.6152,BANCROFT,2/9/2018 2:17:57 PM,2/9/2018 8:00:40 PM,132,-10380668.5365,5611012.6152
0002XX Lake ST E,3739356,MP 2018 041910,03,2/9/2018 12:45:00 AM,2/9/2018 12:23:00 AM,00:23:00,ASLT2,Asslt W/dngrs Weapon,05,2/9/2018 12:47:00 AM,19103,44.94835479,-93.27348353,-10383156.6912,5613394.6652,PHILLIPS WEST,2/9/2018 2:39:15 AM,2/9/2018 8:00:40 PM,133,-10383156.6912,5613394.6652
0023XX Colfax AV S,3739358,MP 2018 041752,05,2/9/2018 1:28:00 AM,2/8/2018 1:30:00 PM,13:30:00,BURGD,Burglary Of Dwelling,06,2/9/2018 1:27:08 AM,16104,44.96002154,-93.29183072,-10385199.0906,5615229.8901,LOWRY HILL EAST,2/9/2018 5:55:20 AM,2/9/2018 8:00:40 PM,134,-10385199.0906,5615229.8901
0043XX 31 AV S,3739376,MP 2018 042033,03,2/9/2018 8:01:00 AM,2/8/2018 4:00:00 PM,16:00:00,BURGB,Burglary Of Business,06,2/9/2018 7:59:51 AM,11466,44.92416303,-93.22704393,-10377987.0589,5609590.3978,ERICSSON,2/9/2018 2:42:29 PM,2/9/2018 8:00:40 PM,135,-10377987.0589,5609590.3978
00001X 4 ST N,3739377,MP 2018 042037,01,2/9/2018 8:00:00 AM,2/9/2018 3:00:00 AM,03:00:00,THEFT,Other Theft,07,2/9/2018 8:08:26 AM,17119,44.98083264,-93.27195951,-10382987.0377,5618504.4818,DOWNTOWN WEST,2/9/2018 5:35:57 PM,2/9/2018 8:00:40 PM,136,-10382987.0377,5618504.4818
0038XX 23 AV S,3739378,MP 2018 042043,03,2/9/2018 8:10:00 AM,2/9/2018 6:35:00 AM,06:35:00,AUTOTH,Motor Vehicle Theft,08,2/9/2018 8:10:39 AM,20876,44.93321218,-93.23845851,-10379257.7236,5611013.2313,STANDISH,2/9/2018 2:42:59 PM,2/9/2018 8:00:40 PM,137,-10379257.7236,5611013.2313
0016XX Oak Park AV ,3739381,MP 2018 999254,04,2/9/2018 8:27:28 AM,2/8/2018 11:00:00 AM,11:00:00,THEFT,Other Theft,07,2/9/2018 8:27:28 AM,15668,44.98747091,-93.3013468,-10386258.416,5619549.2536,NEAR - NORTH,2/9/2018 2:24:13 PM,2/9/2018 8:00:40 PM,138,-10386258.416,5619549.2536
0058XX Oakland AV S,3739403,MP 2018 042084,03,2/9/2018 9:14:00 AM,6/1/2017 12:00:00 PM,12:00:00,THEFT,Other Theft,07,2/9/2018 9:13:25 AM,13317,44.89759015,-93.26649161,-10382378.3541,5605413.5343,DIAMOND LAKE,2/9/2018 10:03:15 AM,2/9/2018 8:00:40 PM,139,-10382378.3541,5605413.5343
0036XX MINNEHAHA AV ,3739409,MP 2018 999252,03,2/9/2018 9:50:12 AM,2/7/2018 7:15:00 PM,19:15:00,TFMV,Theft From Motr Vehc,07,2/9/2018 9:50:12 AM,21265,44.93585216,-93.22514216,-10377775.3542,5611428.3691,HOWE,2/9/2018 9:50:17 AM,2/9/2018 8:00:40 PM,140,-10377775.3542,5611428.3691
0003XX 1 AV NE,3739429,MP 2018 041183,02,2/9/2018 10:05:00 AM,2/7/2018 6:00:00 PM,18:00:00,BURGB,Burglary Of Business,06,2/9/2018 10:03:04 AM,17294,44.98925433,-93.25636308,-10381250.8514,5619829.9593,NICOLLET ISLAND - EAST BANK,2/9/2018 1:33:39 PM,2/9/2018 8:00:40 PM,141,-10381250.8514,5619829.9593
0041XX Grand AV S,3739433,MP 2018 042081,05,2/9/2018 8:39:00 AM,2/9/2018 12:01:00 AM,00:01:00,TFMV,Theft From Motr Vehc,07,2/9/2018 10:25:09 AM,12797,44.92773658,-93.28440022,-10384371.931,5610152.255,KING FIELD,2/9/2018 12:54:27 PM,2/9/2018 8:00:40 PM,142,-10384371.931,5610152.255
0024XX James AV N,3739437,MP 2018 042042,04,2/9/2018 10:42:00 AM,2/9/2018 6:55:00 AM,06:55:00,AUTOTH,Motor Vehicle Theft,08,2/9/2018 10:42:25 AM,22662,45.00392809,-93.30214193,-10386346.9301,5622139.9046,JORDAN,2/9/2018 11:19:49 AM,2/9/2018 8:00:40 PM,143,-10386346.9301,5622139.9046
0003XX Lowry AV N,3739439,MP 2018 999250,04,2/9/2018 11:01:22 AM,2/8/2018 12:01:00 PM,12:01:00,THEFT,Other Theft,07,2/9/2018 11:01:22 AM,14883,45.0130942,-93.28413789,-10384342.7287,5623583.1358,HAWTHORNE,2/9/2018 11:01:29 AM,2/9/2018 8:00:40 PM,144,-10384342.7287,5623583.1358
0007XX 16 ST E,3739440,MP 2018 999249,01,2/9/2018 11:15:26 AM,2/7/2018 9:00:00 PM,21:00:00,THEFT,Other Theft,07,2/9/2018 11:15:26 AM,18915,44.96716695,-93.26382938,-10382081.996,5616354.0753,ELLIOT PARK,2/9/2018 11:15:29 AM,2/9/2018 8:00:40 PM,145,-10382081.996,5616354.0753
0001XX 5 ST N,3739441,MP 2018 999248,01,2/9/2018 11:17:14 AM,2/2/2018 11:00:00 PM,23:00:00,THEFT,Other Theft,07,2/9/2018 11:17:14 AM,17874,44.98078144,-93.27429567,-10383247.0982,5618496.4248,DOWNTOWN WEST,2/9/2018 11:17:19 AM,2/9/2018 8:00:40 PM,146,-10383247.0982,5618496.4248
0021XX GLENWOOD AV ,3739449,MP 2018 999247,04,2/9/2018 12:11:45 PM,2/8/2018 9:00:00 AM,09:00:00,THEFT,Other Theft,07,2/9/2018 12:11:45 PM,15737,44.98073056,-93.30730703,-10386921.9059,5618488.4173,HARRISON,2/9/2018 12:11:50 PM,2/9/2018 8:00:40 PM,147,-10386921.9059,5618488.4173
